season,matchno,venue,innings,batsmen,bowlers,che,ban,del,hyd,kol,mum,pun,rr,runs
8,13,49.1578947368421,2,2,4,1,0,0,0,0,0,0,0,44
8,14,49.1578947368421,1,3,4,0,0,0,0,0,0,0,1,45
8,14,49.22222222222222,2,3,4,0,1,0,0,0,0,0,0,55
8,14,50.529411764705884,1,2,5,0,0,0,1,0,0,0,0,60
8,14,50.529411764705884,2,3,4,0,0,0,0,1,0,0,0,66
8,14,49.1578947368421,1,4,4,0,0,1,0,0,0,0,0,46
8,14,49.1578947368421,2,3,5,0,0,0,0,0,1,0,0,57
8,14,49.1578947368421,1,5,2,0,0,0,0,0,0,1,0,29
8,14,44.25,2,5,3,1,0,0,0,0,0,0,0,33
8,15,48.73913043478261,1,5,3,0,0,0,1,0,0,0,0,47
8,15,48.73913043478261,2,5,3,1,0,0,0,0,0,0,0,33
8,15,52.76190476190476,1,5,3,0,0,0,0,1,0,0,0,46
8,15,52.76190476190476,2,3,4,0,0,0,0,0,0,0,1,51
8,16,52.76190476190476,1,2,4,0,0,0,1,0,0,0,0,45
8,16,52.76190476190476,2,3,3,0,0,0,0,1,0,0,0,67
8,17,48.73913043478261,1,3,3,0,0,0,1,0,0,0,0,42
8,16,48.73913043478261,2,3,2,1,0,0,0,0,0,0,0,35
9,1,51.77777777777778,1,2,4,0,0,0,0,0,1,0,0,57
9,1,51.77777777777778,2,2,5,0,0,1,0,0,0,0,0,48
9,1,43.285714285714285,1,3,3,0,1,0,0,0,0,0,0,42
9,1,43.285714285714285,2,5,3,0,0,0,0,1,0,0,0,37
9,2,43.285714285714285,1,3,5,0,0,0,0,0,1,0,0,46
9,1,59.666666666666664,2,3,5,0,0,0,0,0,0,0,1,60
9,1,51.77777777777778,1,4,3,0,0,0,0,0,0,1,0,50
9,2,51.77777777777778,2,3,5,0,0,1,0,0,0,0,0,60
9,2,57.875,1,4,4,0,0,0,0,1,0,0,0,61
9,1,57.875,2,2,5,0,0,0,1,0,0,0,0,72
9,2,57.875,1,3,2,0,1,0,0,0,0,0,0,49
9,1,48.4,2,6,3,1,0,0,0,0,0,0,0,32
9,2,48.4,1,2,3,0,0,0,0,0,0,0,1,52
9,3,59.666666666666664,2,2,5,0,0,1,0,0,0,0,0,59
9,2,47.72727272727273,1,3,2,0,0,0,1,0,0,0,0,54
9,2,47.72727272727273,2,3,4,1,0,0,0,0,0,0,0,49
9,3,47.72727272727273,1,3,2,0,1,0,0,0,0,0,0,70
9,2,48.4,2,3,4,0,0,0,0,0,0,1,0,68
9,3,43.285714285714285,1,4,3,0,0,0,0,1,0,0,0,32
9,3,43.285714285714285,2,3,5,0,0,0,0,0,0,0,1,55
9,3,47.72727272727273,1,3,2,0,0,0,0,0,1,0,0,45
9,3,47.72727272727273,2,5,4,1,0,0,0,0,0,0,0,40
9,3,47.72727272727273,1,3,4,0,0,0,1,0,0,0,0,51
9,4,59.666666666666664,2,2,5,0,0,0,0,0,0,0,1,60
9,4,51.77777777777778,1,3,4,0,0,1,0,0,0,0,0,59
9,4,51.77777777777778,2,3,4,0,1,0,0,0,0,0,0,64
9,4,43.285714285714285,1,2,4,0,0,0,0,1,0,0,0,50
9,4,43.285714285714285,2,4,3,0,0,0,0,0,1,0,0,41
9,4,57.875,1,2,4,0,0,0,1,0,0,0,0,77
9,3,57.875,2,3,4,0,0,0,0,0,0,1,0,44
9,5,57.875,1,8,5,0,1,0,0,0,0,0,0,62
9,5,48.4,2,2,4,0,0,0,0,0,0,0,1,41
9,4,47.72727272727273,1,3,4,1,0,0,0,0,0,0,0,27
9,5,47.72727272727273,2,4,2,0,0,1,0,0,0,0,0,59
9,5,35.833333333333336,1,3,4,0,0,0,0,0,1,0,0,44
9,5,35.833333333333336,2,4,3,0,0,0,1,0,0,0,0,59
9,6,35.833333333333336,3,3,1,0,0,0,1,0,0,0,0,8
9,6,35.833333333333336,4,2,1,0,0,0,0,0,1,0,0,9
9,4,53.25,1,4,3,0,0,0,0,0,0,1,0,41
9,5,53.25,2,2,4,0,0,0,0,1,0,0,0,62
9,6,51.77777777777778,1,6,3,0,0,0,0,0,0,0,1,30
9,6,51.77777777777778,2,4,5,0,0,1,0,0,0,0,0,46
9,7,51.77777777777778,1,3,3,0,0,0,1,0,0,0,0,52
9,6,48.4,2,5,3,0,1,0,0,0,0,0,0,49
9,5,53.25,1,3,4,1,0,0,0,0,0,0,0,42
9,5,53.25,2,2,3,0,0,0,0,0,0,1,0,68
9,6,35.833333333333336,1,2,5,0,0,0,0,1,0,0,0,49
9,7,35.833333333333336,2,2,4,0,0,0,0,0,1,0,0,46
9,6,47.72727272727273,1,4,5,1,0,0,0,0,0,0,0,32
9,8,47.72727272727273,2,4,2,0,0,0,0,0,1,0,0,44
9,8,47.72727272727273,1,3,3,0,0,0,1,0,0,0,0,54
9,7,46.0,2,2,4,0,0,1,0,0,0,0,0,55
9,8,46.0,1,4,3,0,0,1,0,0,0,0,0,41
9,7,46.0,2,2,3,1,0,0,0,0,0,0,0,42
9,9,57.875,1,4,3,0,0,0,0,0,1,0,0,45
9,8,57.875,2,3,4,1,0,0,0,0,0,0,0,53
10,1,51.0,1,4,4,0,0,0,0,0,1,0,0,51
10,1,44.73913043478261,2,4,3,1,0,0,0,0,0,0,0,37
10,1,44.73913043478261,1,5,3,0,0,1,0,0,0,0,0,23
10,1,39.13559322033898,2,5,4,0,0,0,0,0,0,1,0,35
10,2,39.13559322033898,3,2,1,0,0,0,0,0,0,1,0,2
10,2,39.13559322033898,4,1,1,0,0,1,0,0,0,0,0,3
10,1,39.13559322033898,1,2,5,0,1,0,0,0,0,0,0,53
10,1,39.13559322033898,2,3,3,0,0,0,1,0,0,0,0,48
10,1,39.13559322033898,1,3,3,0,0,0,0,0,0,0,1,54
10,2,50.0,2,2,4,1,0,0,0,0,0,0,0,53
10,2,50.0,1,3,4,0,0,0,0,0,1,0,0,59
10,1,44.73913043478261,2,4,4,0,0,0,0,1,0,0,0,33
10,3,44.73913043478261,1,2,3,0,0,1,0,0,0,0,0,36
10,3,39.13559322033898,2,3,4,1,0,0,0,0,0,0,0,34
10,3,39.13559322033898,1,2,3,0,0,0,0,0,0,1,0,50
10,2,39.13559322033898,2,5,3,0,1,0,0,0,0,0,0,40
10,2,39.13559322033898,1,3,3,0,0,0,1,0,0,0,0,40
10,2,44.73913043478261,2,4,3,0,0,0,0,1,0,0,0,52
10,4,44.73913043478261,1,2,3,0,0,0,0,0,0,1,0,60
10,2,50.0,2,3,4,0,0,0,0,0,0,0,1,69
10,3,50.0,1,3,4,0,0,0,0,1,0,0,0,42
10,3,39.13559322033898,2,4,3,0,0,0,0,0,0,0,1,39
10,3,39.13559322033898,1,2,4,0,0,0,1,0,0,0,0,38
10,4,44.73913043478261,2,3,3,0,0,1,0,0,0,0,0,34
10,3,44.73913043478261,1,2,4,0,1,0,0,0,0,0,0,59
10,3,39.13559322033898,2,4,3,0,0,0,0,0,1,0,0,35
10,4,39.13559322033898,3,2,1,0,0,0,0,0,1,0,0,7
10,4,39.13559322033898,4,2,1,0,1,0,0,0,0,0,0,11
10,5,39.13559322033898,1,4,4,0,0,0,0,0,1,0,0,41
10,5,44.73913043478261,2,4,4,0,0,0,0,0,0,1,0,41
10,4,44.73913043478261,1,3,3,0,0,0,1,0,0,0,0,42
10,4,39.13559322033898,2,4,3,1,0,0,0,0,0,0,0,36
10,4,39.13559322033898,1,5,4,0,0,0,0,0,0,0,1,38
10,5,44.73913043478261,2,3,4,0,1,0,0,0,0,0,0,50
10,5,44.73913043478261,1,2,4,0,0,1,0,0,0,0,0,57
10,4,50.0,2,3,5,0,0,0,0,1,0,0,0,59
10,6,50.0,1,2,3,0,0,0,0,0,0,1,0,46
10,5,39.13559322033898,2,2,4,1,0,0,0,0,0,0,0,60
10,6,39.13559322033898,1,4,3,0,0,0,0,0,1,0,0,48
10,5,50.0,2,3,4,0,0,0,1,0,0,0,0,56
10,6,50.0,1,2,4,0,0,1,0,0,0,0,0,63
10,6,39.13559322033898,2,4,5,0,1,0,0,0,0,0,0,43
10,7,39.13559322033898,1,3,5,0,0,0,0,0,1,0,0,57
10,5,44.73913043478261,2,5,3,0,0,0,0,0,0,0,1,31
10,5,44.73913043478261,1,3,3,0,0,0,0,1,0,0,0,52
10,6,44.73913043478261,2,3,2,1,0,0,0,0,0,0,0,54
10,6,44.73913043478261,1,2,3,0,0,0,1,0,0,0,0,58
10,7,39.13559322033898,2,4,3,0,0,0,0,0,0,1,0,45
10,7,39.13559322033898,1,5,4,0,0,1,0,0,0,0,0,51
10,6,50.0,2,3,4,0,0,0,0,0,0,0,1,41
10,6,50.0,1,4,3,0,0,0,0,1,0,0,0,25
10,8,44.73913043478261,2,2,3,0,0,0,0,0,0,1,0,47
10,7,44.73913043478261,1,3,3,0,1,0,0,0,0,0,0,36
10,7,39.13559322033898,2,4,4,1,0,0,0,0,0,0,0,26
10,7,39.13559322033898,1,3,4,0,0,0,1,0,0,0,0,26
10,7,39.13559322033898,2,5,3,0,0,0,0,0,0,0,1,36
10,8,39.13559322033898,1,4,4,0,0,1,0,0,0,0,0,46
10,8,44.73913043478261,2,2,4,0,0,0,0,0,1,0,0,44
10,8,44.73913043478261,1,2,3,0,1,0,0,0,0,0,0,47
10,7,50.0,2,3,4,0,0,0,0,1,0,0,0,43
10,8,50.0,1,4,3,1,0,0,0,0,0,0,0,44
10,8,39.13559322033898,2,4,2,0,0,0,1,0,0,0,0,40
10,9,39.13559322033898,1,4,4,0,0,1,0,0,0,0,0,47
10,8,39.13559322033898,2,4,4,0,0,0,0,0,0,0,1,50
10,9,39.13559322033898,1,3,4,0,1,0,0,0,0,0,0,57
10,9,50.0,2,2,4,0,0,0,0,0,0,1,0,56
10,8,50.0,1,4,4,0,0,0,0,1,0,0,0,33
10,9,44.73913043478261,2,2,4,0,0,0,0,0,1,0,0,51
10,9,44.73913043478261,1,3,4,1,0,0,0,0,0,0,0,39
10,10,50.0,2,4,3,0,0,1,0,0,0,0,0,41
10,9,50.0,1,3,4,0,0,0,0,0,0,0,1,52
10,10,39.13559322033898,2,3,4,0,1,0,0,0,0,0,0,47
10,9,39.13559322033898,1,2,3,0,0,0,0,1,0,0,0,48
10,9,44.73913043478261,2,2,4,0,0,0,1,0,0,0,0,58
10,10,44.73913043478261,3,2,1,0,0,0,1,0,0,0,0,2
10,10,44.73913043478261,4,2,1,0,0,0,0,1,0,0,0,3
10,10,44.73913043478261,1,5,3,0,0,0,0,0,1,0,0,43
10,10,39.13559322033898,2,3,4,0,0,0,0,0,0,1,0,51
10,11,39.13559322033898,3,3,1,0,0,0,0,0,0,1,0,5
10,11,39.13559322033898,4,2,1,0,0,0,0,0,1,0,0,5
10,12,39.13559322033898,5,2,1,0,0,0,0,0,1,0,0,11
10,12,39.13559322033898,6,2,1,0,0,0,0,0,0,1,0,15
10,10,39.13559322033898,1,4,4,1,0,0,0,0,0,0,0,43
10,10,44.73913043478261,2,5,2,0,0,0,0,0,0,0,1,31
10,11,44.73913043478261,1,3,4,0,0,1,0,0,0,0,0,53
10,13,39.13559322033898,2,5,5,0,0,0,0,0,0,1,0,57
10,11,39.13559322033898,1,6,3,0,0,0,0,1,0,0,0,17
10,11,44.73913043478261,2,2,3,0,1,0,0,0,0,0,0,44
10,11,44.73913043478261,1,3,3,0,0,0,0,0,0,0,1,47
10,11,39.13559322033898,2,4,4,0,0,0,1,0,0,0,0,58
10,11,39.13559322033898,1,7,3,1,0,0,0,0,0,0,0,24
10,13,50.0,2,2,3,0,0,0,0,0,1,0,0,52
10,12,50.0,1,4,4,0,0,0,0,1,0,0,0,36
10,12,44.73913043478261,2,4,3,0,0,1,0,0,0,0,0,36
10,14,44.73913043478261,1,3,3,0,0,0,0,0,0,1,0,47
10,12,39.13559322033898,2,2,3,0,0,0,1,0,0,0,0,52
10,14,39.13559322033898,1,3,3,0,0,0,0,0,1,0,0,59
10,12,44.73913043478261,2,4,4,0,0,0,0,0,0,0,1,55
10,12,44.73913043478261,1,3,4,0,1,0,0,0,0,0,0,46
10,12,39.13559322033898,2,2,4,1,0,0,0,0,0,0,0,48
10,13,39.13559322033898,1,5,3,0,0,0,0,1,0,0,0,54
10,15,50.0,2,2,3,0,0,0,0,0,0,1,0,36
10,13,50.0,1,2,4,0,0,0,1,0,0,0,0,77
10,13,39.13559322033898,2,4,3,0,0,1,0,0,0,0,0,54
10,13,39.13559322033898,1,2,4,0,1,0,0,0,0,0,0,54
10,15,44.73913043478261,2,3,4,0,0,0,0,0,1,0,0,45
10,14,44.73913043478261,1,2,4,0,0,0,0,1,0,0,0,48
10,13,39.13559322033898,2,2,5,1,0,0,0,0,0,0,0,44
10,16,39.13559322033898,1,3,3,0,0,0,0,0,0,1,0,53
10,13,44.73913043478261,2,3,4,0,0,0,0,0,0,0,1,66
10,14,44.73913043478261,1,4,3,0,1,0,0,0,0,0,0,30
10,14,50.0,2,3,4,0,0,0,1,0,0,0,0,58
10,15,50.0,1,3,4,0,1,0,0,0,0,0,0,40
10,14,44.73913043478261,2,3,4,0,0,1,0,0,0,0,0,53
10,17,44.73913043478261,1,3,4,0,0,0,0,0,0,1,0,53
10,14,44.73913043478261,2,2,4,1,0,0,0,0,0,0,0,57
10,15,44.73913043478261,1,3,4,0,0,0,0,1,0,0,0,55
10,14,39.13559322033898,2,7,3,0,0,0,0,0,0,0,1,41
10,15,39.13559322033898,1,4,3,0,0,1,0,0,0,0,0,22
10,16,39.13559322033898,2,2,4,0,0,0,0,0,1,0,0,38
10,17,39.13559322033898,1,4,3,0,0,0,0,0,1,0,0,48
10,15,50.0,2,2,4,0,0,0,1,0,0,0,0,56
10,18,50.0,1,3,5,0,0,0,0,0,1,0,0,63
10,16,39.13559322033898,2,6,4,0,0,1,0,0,0,0,0,32
10,16,39.13559322033898,1,4,3,0,1,0,0,0,0,0,0,32
10,16,44.73913043478261,2,4,3,0,0,0,1,0,0,0,0,48
10,17,44.73913043478261,1,2,3,0,0,1,0,0,0,0,0,65
10,17,44.73913043478261,2,5,4,0,0,0,1,0,0,0,0,49
10,18,44.73913043478261,1,5,4,0,0,1,0,0,0,0,0,41
10,19,39.13559322033898,2,3,5,0,0,0,0,0,1,0,0,61
11,1,42.36363636363637,1,3,3,0,0,0,0,0,1,0,0,41
11,1,42.36363636363637,2,4,4,0,1,0,0,0,0,0,0,46
11,1,45.8,1,4,4,1,0,0,0,0,0,0,0,33
11,1,45.8,2,2,3,0,0,1,0,0,0,0,0,65
11,1,42.36363636363637,1,2,4,0,0,0,0,1,0,0,0,50
11,1,42.36363636363637,2,4,4,0,0,0,1,0,0,0,0,35
11,1,45.8,1,3,3,0,0,0,0,0,0,1,0,46
11,1,45.8,2,4,4,0,0,0,0,0,0,0,1,59
11,2,42.36363636363637,1,3,4,0,0,0,0,0,1,0,0,42
11,2,42.36363636363637,2,2,4,0,0,0,0,1,0,0,0,45
11,2,42.36363636363637,1,3,4,0,1,0,0,0,0,0,0,47
11,2,42.36363636363637,2,3,3,0,0,0,1,0,0,0,0,50
11,2,45.8,1,5,3,0,0,1,0,0,0,0,0,36
11,2,45.8,2,5,3,0,0,0,0,0,0,0,1,26
11,2,45.8,1,6,3,0,0,0,0,0,0,1,0,26
11,2,45.8,2,3,4,1,0,0,0,0,0,0,0,32
11,3,42.36363636363637,1,2,4,0,0,0,0,0,1,0,0,53
11,3,42.36363636363637,2,2,4,0,0,0,1,0,0,0,0,57
11,3,42.36363636363637,1,4,4,0,1,0,0,0,0,0,0,45
11,3,42.36363636363637,2,3,4,0,0,0,0,1,0,0,0,57
11,3,45.8,1,2,4,0,0,0,0,0,0,1,0,59
11,3,45.8,2,3,4,0,0,1,0,0,0,0,0,62
11,3,45.8,1,3,4,1,0,0,0,0,0,0,0,46
11,3,45.8,2,4,2,0,0,0,0,0,0,0,1,45
11,4,42.36363636363637,1,3,4,0,0,0,0,0,1,0,0,55
11,4,42.36363636363637,2,3,4,0,0,1,0,0,0,0,0,39
11,4,42.36363636363637,1,3,4,0,0,0,0,0,0,1,0,32
11,4,42.36363636363637,2,2,4,0,0,0,1,0,0,0,0,50
11,4,45.8,1,2,4,1,0,0,0,0,0,0,0,54
11,4,45.8,2,6,3,0,0,0,0,1,0,0,0,45
11,4,45.8,1,5,3,0,0,0,0,0,0,0,1,32
11,4,45.8,2,2,4,0,1,0,0,0,0,0,0,59
11,5,42.36363636363637,1,3,3,0,0,0,0,0,1,0,0,21
11,5,42.36363636363637,2,2,4,0,0,0,0,0,0,1,0,45
11,5,45.8,1,2,4,0,0,0,0,1,0,0,0,25
11,5,45.8,2,4,4,0,0,0,0,0,0,0,1,50
11,5,45.8,1,2,4,1,0,0,0,0,0,0,0,51
11,5,45.8,2,4,3,0,1,0,0,0,0,0,0,65
11,5,42.36363636363637,1,2,4,0,0,1,0,0,0,0,0,51
11,5,42.36363636363637,2,4,5,0,0,0,1,0,0,0,0,56
11,6,42.36363636363637,3,2,1,0,0,0,1,0,0,0,0,7
11,6,42.36363636363637,4,2,1,0,0,1,0,0,0,0,0,8
11,6,44.25,1,2,3,0,0,0,0,0,0,1,0,37
11,6,44.25,2,5,3,0,0,0,0,1,0,0,0,42
11,6,44.25,1,4,3,0,1,0,0,0,0,0,0,36
11,7,44.25,2,4,3,0,0,1,0,0,0,0,0,43
11,7,46.8,1,3,2,0,0,0,1,0,0,0,0,39
11,6,46.8,2,2,3,1,0,0,0,0,0,0,0,50
11,6,46.8,1,2,4,0,0,0,0,0,0,0,1,47
11,6,46.8,2,2,4,0,0,0,0,0,1,0,0,49
11,7,44.25,1,3,4,0,0,0,0,1,0,0,0,45
11,8,44.25,2,2,5,0,0,1,0,0,0,0,0,67
11,7,44.25,1,3,3,0,0,0,0,0,0,1,0,49
11,7,44.25,2,3,3,0,1,0,0,0,0,0,0,35
11,7,46.8,1,3,3,1,0,0,0,0,0,0,0,49
